[Command: python -u /media/data/Causal_Inference/experiment_synthetic/main.py]
00000 | 0.00000 | 142.42361 | 549.66223 | [+0.9900, +1.0100, +0.9900, +0.9920, +0.9900, +0.9900, +0.9900, +0.9900, +0.9900, +0.9900]
01000 | 0.00000 | 15.45879 | 1.30165 | [+0.0921, +1.6018, -0.0825, -0.1666, +0.3924, +0.0887, -0.9153, +0.2016, +0.8684, +1.0337]
02000 | 0.00000 | 14.27466 | 0.52142 | [+0.2418, +1.2085, -0.1776, +0.0430, +0.2497, +0.4217, -1.0733, +0.2456, +0.8663, +0.7802]
03000 | 0.00000 | 15.05802 | 0.21108 | [+0.3703, +0.9150, -0.2840, +0.1876, +0.0904, +0.7224, -1.1604, +0.3239, +0.8869, +0.4839]
04000 | 0.00000 | 15.51446 | 0.08485 | [+0.4337, +0.7143, -0.3895, +0.2360, -0.0576, +0.8817, -1.2228, +0.3721, +0.8860, +0.2143]
05000 | 0.00000 | 16.14302 | 0.03486 | [+0.4684, +0.5968, -0.4567, +0.2659, -0.1669, +0.9612, -1.2459, +0.4080, +0.8696, +0.0324]
06000 | 0.00000 | 17.10031 | 0.01411 | [+0.4950, +0.5476, -0.4858, +0.3011, -0.2447, +1.0024, -1.2324, +0.4479, +0.8517, -0.0792]
07000 | 0.00000 | 18.24039 | 0.00544 | [+0.5149, +0.5398, -0.4910, +0.3428, -0.3006, +1.0195, -1.1972, +0.4934, +0.8355, -0.1448]
08000 | 0.00000 | 19.35580 | 0.00201 | [+0.5264, +0.5491, -0.4856, +0.3856, -0.3408, +1.0190, -1.1560, +0.5385, +0.8197, -0.1819]
09000 | 0.00000 | 20.32725 | 0.00070 | [+0.5321, +0.5616, -0.4773, +0.4232, -0.3698, +1.0094, -1.1177, +0.5767, +0.8045, -0.2043]
10000 | 0.00000 | 21.11539 | 0.00023 | [+0.5346, +0.5727, -0.4693, +0.4521, -0.3901, +0.9979, -1.0855, +0.6055, +0.7911, -0.2189]
11000 | 0.00000 | 21.70022 | 0.00007 | [+0.5360, +0.5814, -0.4629, +0.4713, -0.4029, +0.9883, -1.0606, +0.6246, +0.7809, -0.2277]
12000 | 0.00000 | 22.09036 | 0.00002 | [+0.5369, +0.5865, -0.4584, +0.4827, -0.4101, +0.9824, -1.0437, +0.6358, +0.7743, -0.2325]
13000 | 0.00000 | 22.30605 | 0.00001 | [+0.5374, +0.5889, -0.4560, +0.4882, -0.4135, +0.9798, -1.0340, +0.6410, +0.7708, -0.2341]
14000 | 0.00000 | 22.38647 | 0.00008 | [+0.5379, +0.5897, -0.4552, +0.4902, -0.4155, +0.9791, -1.0303, +0.6431, +0.7692, -0.2332]
15000 | 0.00000 | 22.40129 | 0.00002 | [+0.5370, +0.5906, -0.4553, +0.4919, -0.4159, +0.9792, -1.0297, +0.6431, +0.7689, -0.2324]
16000 | 0.00000 | 22.39666 | 0.00002 | [+0.5367, +0.5910, -0.4558, +0.4930, -0.4167, +0.9793, -1.0299, +0.6428, +0.7688, -0.2307]
17000 | 0.00000 | 22.38931 | 0.00001 | [+0.5363, +0.5915, -0.4560, +0.4940, -0.4173, +0.9795, -1.0302, +0.6425, +0.7686, -0.2290]
18000 | 0.00000 | 22.38286 | 0.00001 | [+0.5362, +0.5920, -0.4565, +0.4949, -0.4179, +0.9797, -1.0303, +0.6421, +0.7687, -0.2270]
19000 | 0.00000 | 22.37576 | 0.00001 | [+0.5360, +0.5926, -0.4569, +0.4959, -0.4184, +0.9800, -1.0305, +0.6416, +0.7687, -0.2251]
20000 | 0.00000 | 22.36840 | 0.00002 | [+0.5360, +0.5930, -0.4574, +0.4967, -0.4191, +0.9802, -1.0306, +0.6412, +0.7687, -0.2229]
21000 | 0.00000 | 22.36147 | 0.00001 | [+0.5356, +0.5938, -0.4578, +0.4977, -0.4194, +0.9805, -1.0307, +0.6406, +0.7687, -0.2211]
22000 | 0.00000 | 22.35412 | 0.00001 | [+0.5354, +0.5944, -0.4583, +0.4987, -0.4199, +0.9807, -1.0309, +0.6401, +0.7687, -0.2191]
23000 | 0.00000 | 22.34731 | 0.00001 | [+0.5352, +0.5951, -0.4587, +0.4996, -0.4204, +0.9810, -1.0311, +0.6396, +0.7686, -0.2173]
24000 | 0.00000 | 22.33974 | 0.00005 | [+0.5353, +0.5954, -0.4593, +0.5003, -0.4211, +0.9810, -1.0311, +0.6392, +0.7687, -0.2150]
25000 | 0.00000 | 22.33291 | 0.00001 | [+0.5347, +0.5963, -0.4596, +0.5015, -0.4214, +0.9813, -1.0313, +0.6386, +0.7687, -0.2134]
26000 | 0.00000 | 22.32647 | 0.00001 | [+0.5345, +0.5970, -0.4600, +0.5024, -0.4218, +0.9816, -1.0315, +0.6381, +0.7687, -0.2115]
27000 | 0.00000 | 22.31962 | 0.00001 | [+0.5343, +0.5976, -0.4604, +0.5034, -0.4223, +0.9818, -1.0317, +0.6377, +0.7686, -0.2097]
28000 | 0.00000 | 22.31216 | 0.00001 | [+0.5341, +0.5981, -0.4609, +0.5042, -0.4229, +0.9819, -1.0318, +0.6373, +0.7686, -0.2077]
29000 | 0.00000 | 22.30569 | 0.00001 | [+0.5338, +0.5989, -0.4613, +0.5052, -0.4233, +0.9822, -1.0320, +0.6368, +0.7685, -0.2060]
30000 | 0.00000 | 22.29875 | 0.00001 | [+0.5336, +0.5995, -0.4618, +0.5061, -0.4238, +0.9822, -1.0320, +0.6362, +0.7686, -0.2040]
31000 | 0.00000 | 22.29153 | 0.00004 | [+0.5333, +0.6001, -0.4625, +0.5071, -0.4244, +0.9823, -1.0320, +0.6356, +0.7688, -0.2021]
32000 | 0.00000 | 22.28301 | 0.00018 | [+0.5336, +0.6003, -0.4628, +0.5074, -0.4253, +0.9824, -1.0323, +0.6358, +0.7683, -0.1998]
33000 | 0.00000 | 22.27872 | 0.00002 | [+0.5329, +0.6014, -0.4634, +0.5088, -0.4254, +0.9826, -1.0324, +0.6349, +0.7686, -0.1984]
34000 | 0.00000 | 22.27130 | 0.00002 | [+0.5324, +0.6023, -0.4635, +0.5098, -0.4256, +0.9830, -1.0327, +0.6346, +0.7683, -0.1968]
35000 | 0.00000 | 22.26407 | 0.00003 | [+0.5323, +0.6028, -0.4643, +0.5107, -0.4263, +0.9829, -1.0327, +0.6340, +0.7685, -0.1948]
36000 | 0.00000 | 22.25633 | 0.00001 | [+0.5322, +0.6034, -0.4645, +0.5113, -0.4270, +0.9831, -1.0329, +0.6339, +0.7682, -0.1929]
37000 | 0.00000 | 22.24861 | 0.00003 | [+0.5323, +0.6037, -0.4651, +0.5119, -0.4278, +0.9830, -1.0330, +0.6336, +0.7681, -0.1907]
38000 | 0.00000 | 22.24268 | 0.00001 | [+0.5315, +0.6048, -0.4653, +0.5131, -0.4279, +0.9834, -1.0332, +0.6331, +0.7680, -0.1894]
39000 | 0.00000 | 22.23751 | 0.00011 | [+0.5311, +0.6058, -0.4653, +0.5139, -0.4280, +0.9839, -1.0340, +0.6331, +0.7675, -0.1879]
40000 | 0.00000 | 22.22918 | 0.00001 | [+0.5310, +0.6061, -0.4662, +0.5149, -0.4289, +0.9836, -1.0335, +0.6323, +0.7678, -0.1859]
41000 | 0.00000 | 22.22196 | 0.00001 | [+0.5307, +0.6068, -0.4667, +0.5157, -0.4294, +0.9836, -1.0337, +0.6319, +0.7677, -0.1841]
42000 | 0.00000 | 22.21552 | 0.00001 | [+0.5305, +0.6074, -0.4672, +0.5165, -0.4299, +0.9837, -1.0338, +0.6316, +0.7677, -0.1823]
43000 | 0.00000 | 22.20486 | 0.00019 | [+0.5310, +0.6074, -0.4679, +0.5167, -0.4312, +0.9834, -1.0336, +0.6315, +0.7675, -0.1797]
44000 | 0.00000 | 22.20098 | 0.00002 | [+0.5301, +0.6086, -0.4681, +0.5180, -0.4311, +0.9838, -1.0340, +0.6310, +0.7674, -0.1786]
45000 | 0.00000 | 22.19484 | 0.00023 | [+0.5296, +0.6093, -0.4691, +0.5193, -0.4318, +0.9834, -1.0334, +0.6298, +0.7680, -0.1769]
46000 | 0.00000 | 22.18658 | 0.00002 | [+0.5293, +0.6102, -0.4687, +0.5198, -0.4320, +0.9841, -1.0344, +0.6303, +0.7670, -0.1754]
47000 | 0.00000 | 22.18225 | 0.00001 | [+0.5291, +0.6109, -0.4694, +0.5207, -0.4323, +0.9840, -1.0346, +0.6300, +0.7672, -0.1736]
48000 | 0.00000 | 22.17528 | 0.00001 | [+0.5288, +0.6115, -0.4700, +0.5216, -0.4330, +0.9839, -1.0345, +0.6294, +0.7672, -0.1719]
49000 | 0.00000 | 22.16689 | 0.00001 | [+0.5286, +0.6121, -0.4704, +0.5223, -0.4336, +0.9840, -1.0346, +0.6292, +0.7669, -0.1701]
50000 | 0.00000 | 22.16084 | 0.00005 | [+0.5283, +0.6129, -0.4704, +0.5229, -0.4340, +0.9843, -1.0352, +0.6294, +0.7663, -0.1685]
51000 | 0.00000 | 22.15358 | 0.00002 | [+0.5278, +0.6136, -0.4715, +0.5241, -0.4346, +0.9839, -1.0348, +0.6284, +0.7669, -0.1668]
